ID,POS,Name,TM,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,PPG,PI,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
807,2B,Marlon Anderson,Austin,AUS,39120,6,5,25,20,4,2,1,0,1,3,3,5,0,0,0,0,7,0,.340,.250,3,-0.9,-0.0,0,0,-0.9,0.0,-0.4,-0.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,5,5,19,10,9,0,5,0,1.000,3.98,-0.2,1.061,0,0,43.0,0,0,0.00,4,4,0,0,2,0,3,0,1,0,3,0.0,0.0
732,2B,Marlon Anderson,Frank,FS,39120,6,6,29,26,8,5,1,0,2,4,6,3,0,0,0,0,9,1,.394,.400,5,0.6,0.1,0,1,0.6,-0.5,0.3,-0.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,6,6,15,9,5,1,3,0,.933,2.42,-0.3,.868,0,0,52.0,0,0,0.00,5,4,2,1,3,3,2,0,0,0,3,0.0,0.0
665,2B,Marlon Anderson,Tijuana,TIJ,39120,3, ,3,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,.000,.000,0,-1.2,-0.0,0,0,-1.2,0.0,0.6,0.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
600,2B,Marlon Anderson,Los Angeles,LA,39120,18,16,73,62,18,11,3,1,3,11,11,10,0,0,0,1,20,0,.379,.375,12,0.4,0.3,1,0,0.3,0.5,0.1,0.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,7,7,34,19,14,1,6,0,.971,5.15,0.8,1.127,0,0,57.2,0,0,0.00,10,8,7,6,5,2,1,1,0,0,4,0.0,0.0
526,2B,Marlon Anderson,Clarkston,CLA,39120,7,5,28,24,11,7,1,1,2,10,7,3,0,1,0,0,3,1,.552,.474,9,5.1,0.4,1,0,5.1,0.3,-0.6,-0.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,5,5,22,12,10,0,4,0,1.000,4.50,-0.5,.964,0,0,44.0,0,0,0.00,6,6,3,1,3,0,0,0,1,0,3,0.0,0.0
467,2B,Marlon Anderson,Guardiana,GUA,39120,4,4,20,18,9,6,1,0,2,8,3,1,0,0,0,1,7,0,.541,.700,6,3.4,0.2,0,1,3.4,-0.5,0.0,-0.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
391,2B,Marlon Anderson,Iron,NEW,39120,14,14,62,53,17,11,3,0,3,12,12,9,0,0,0,0,22,0,.411,.500,12,2.3,0.3,1,0,2.3,0.5,-1.2,-0.7,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,5,5,19,11,8,0,6,0,1.000,3.80,0.1,1.061,0,0,45.0,0,0,0.00,5,5,1,0,2,1,0,0,1,0,3,0.0,0.0
374,2B,Marlon Anderson,Tokyo,TR,39120,15,15,63,54,17,7,7,0,3,11,11,8,0,0,0,1,17,0,.411,.400,12,2.4,0.4,0,0,2.3,0.0,0.2,0.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,15,15,59,38,20,1,9,0,.983,4.04,-0.1,.977,0,0,129.1,0,0,0.00,30,28,5,4,3,1,1,0,9,0,5,0.0,0.0
279,2B,Marlon Anderson,Iam,IAM,39120,5,5,22,18,6,5,1,0,0,0,2,4,1,0,0,0,5,0,.362,.462,3,-0.3,0.1,1,0,-0.3,0.3,1.0,1.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,5,5,22,12,9,1,4,0,.955,4.02,-0.3,.964,0,0,47.0,0,0,0.00,9,8,0,0,1,0,2,0,1,0,2,0.0,0.0
63,2B,Marlon Anderson,Alexandria,ALE,39120,5,5,21,21,5,3,1,0,1,2,2,0,0,0,0,0,8,0,.268,.333,1,-2.3,-0.1,0,0,-2.3,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,5,5,12,7,5,0,3,0,1.000,2.57,0.1,1.061,0,0,42.0,0,0,0.00,5,4,0,0,0,0,2,1,0,0,1,0.0,0.0
250,2B,Miguel Cairo,Waffletown,WAF+,40400,1,1,5,5,2,2,0,0,0,0,2,0,0,0,0,0,1,0,.361,.500,0,-0.1,0.1,1,0,-0.1,0.2,0.8,1.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,1,1,3,2,1,0,2,0,1.000,3.00,-0.1,1.061,0,0,9.0,0,0,0.00,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0
