ID,POS,Name,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
759,RP,Albert Abreu,Joe Crede,34556, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,0,4.0,25,17,6,3,0,0,3,6,6,8,0,5,0,.333,0,0,0,1,5,0.61,3,3,1,0,17.50,-0.1,-0.3,-0.2,6.71,1,5,0,0,0,0,0,0,0,.000,0.00,-0.3,.000,1,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
237,RP,Jason Adam,Iam,34889, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,3.2,16,13,2,1,0,0,1,1,1,3,0,6,0,.167,0,0,0,0,4,0.38,2,3,0,0,6.98,-0.0,0.0,0.2,2.91,1,4,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
717,RP,Austin Adams,Albany-Colonie,34057, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,2.1,16,12,6,4,0,0,2,7,7,4,0,3,0,.571,0,0,0,1,4,2.23,2,1,0,0,17.97,-0.4,-0.3,-0.6,6.04,1,4,0,0,0,0,0,0,0,.000,0.00,-0.2,.000,0,0,2.1,0,0,0.00,1,0,0,0,0,0,0,0,0,0,0,0.1,0.0
641,RP,Austin Adams,Surrey,34057, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,4.1,20,18,6,3,0,0,3,3,3,2,0,4,0,.273,0,0,0,0,3,0.50,4,4,0,0,12.79,0.1,-0.2,0.0,4.20,1,3,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,4.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
683,RP,Tyler Alexander,Baseball,34760, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,7,0,8.1,38,34,9,5,0,0,4,7,6,3,1,15,0,.312,0,1,0,0,7,0.97,4,6,1,0,7.61,-0.6,-0.0,-0.0,1.43,1,7,0,0,0,0,0,0,0,.000,0.00,-0.3,.000,1,0,8.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
697,RP,Antonio Alfonseca,Princeton,39147, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,10,0,8.2,55,41,16,9,1,0,6,21,21,14,0,10,0,.400,0,0,0,1,10,0.77,8,7,0,0,15.79,-0.7,-0.6,-0.9,6.20,1,8,0,1,1,0,0,0,0,1.000,1.04,0.1,1.021,0,0,8.2,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.1,0.0
81,RP,Jose Alvarez,Long Island,39127, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,4.1,19,13,3,1,0,0,2,4,4,5,0,2,0,.100,0,1,0,2,4,0.74,3,6,0,0,12.79,-0.6,-0.2,-0.0,7.63,1,3,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,4.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
811,RP,Shawn Armstrong,San Dimas,40654, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,9,0,10.0,41,38,9,2,4,0,3,7,7,3,0,15,0,.300,0,0,1,1,9,0.89,6,8,0,0,6.05,-0.0,0.1,0.1,1.70,1,9,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,10.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
483,RP,Shawn Armstrong,Klayman,40654, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,3.0,10,10,1,0,0,0,1,1,1,0,0,4,0,.000,0,0,0,0,3,0.79,4,1,0,0,5.92,0.0,0.0,0.1,1.83,1,3,0,1,0,1,0,0,0,1.000,3.00,0.0,.000,0,0,3.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
131,RP,Shawn Armstrong,American,40654, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,4.1,24,22,9,7,1,0,1,6,6,2,0,6,0,.533,0,0,0,0,4,1.71,1,6,1,0,5.87,-0.2,0.1,-0.2,2.99,1,4,0,0,0,0,0,0,0,.000,0.00,-0.3,.000,1,0,4.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
376,RP,Doug Bair,Tokyo,39077, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,12,0,14.1,79,66,23,16,1,1,5,13,13,12,0,21,0,.439,0,1,1,0,12,0.84,7,15,2,0,8.37,-0.0,-0.2,-0.1,3.83,1,12,0,0,0,0,0,0,0,.000,0.00,-0.5,.000,2,0,14.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
1773,RP,Tanner Banks,Wauwatosa,40688, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,3.2,18,17,5,4,0,0,1,4,4,1,0,1,0,.267,0,0,0,0,2,1.09,1,9,0,0,8.07,0.1,-0.0,-0.1,5.25,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
574,RP,Tanner Banks,Riften,40688, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,6,0,6.1,32,27,9,9,0,0,0,4,4,5,0,9,0,.500,0,0,0,1,6,0.78,8,1,0,0,3.78,-0.1,0.2,0.1,4.12,1,6,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,6.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
420,RP,Tanner Banks,Quebec,40688, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,7,0,7.1,44,33,12,8,2,0,2,11,11,11,0,11,0,.500,0,0,1,0,7,1.41,4,6,0,1,9.30,-0.9,-0.2,-0.4,5.25,1,7,0,1,1,0,0,0,0,1.000,1.23,0.3,1.021,1,1,7.1,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.4,0.0
340,RP,Tanner Banks,Tonawanda CDP,40688, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,3.0,18,15,5,4,0,0,1,1,1,3,0,8,0,.667,0,0,1,0,2,1.76,1,1,0,0,6.25,-0.4,0.0,0.2,2.01,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
239,RP,Tanner Banks,Iam,40688, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,3.2,22,15,6,3,0,0,3,9,9,6,0,1,0,.273,1,0,1,1,4,2.56,5,4,0,0,19.25,-1.6,-0.6,-0.7,8.39,1,4,0,1,1,0,0,0,0,1.000,2.45,0.6,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
230,RP,Tanner Banks,Bayonne,40688, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,6.0,26,22,4,4,0,0,0,3,3,4,0,6,0,.250,0,0,0,0,2,0.38,5,7,1,0,4.25,-0.0,0.1,0.2,4.38,1,2,0,0,0,0,0,0,0,.000,0.00,-0.3,.000,1,0,6.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
189,RP,Tanner Banks,Milwaukee,40688, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,5.0,25,20,5,5,0,0,0,3,1,5,0,3,0,.294,0,0,0,0,3,1.07,6,6,0,0,6.05,-0.0,0.0,0.1,6.50,1,3,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,5.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
158,RP,Tanner Banks,Stamford,40688, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,2.2,9,9,2,2,0,0,0,0,0,0,0,4,0,.400,0,0,0,1,3,0.31,1,2,0,0,1.25,0.1,0.1,0.2,-0.27,1,3,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
497,RP,Andrew Bellatti,Hanging Limb,40746, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,4.0,16,15,2,1,1,0,0,1,0,0,0,6,0,.200,0,1,0,1,2,0.15,3,2,0,0,1.25,0.0,0.2,0.2,1.00,1,2,0,1,0,0,1,0,0,.000,0.00,-0.4,.000,0,0,4.0,0,0,0.00,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
167,RP,Andrew Bellatti,Stamford,40746, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,1.1,14,12,8,5,3,0,0,4,4,2,0,3,0,.889,0,0,0,0,3,1.29,0,1,0,0,4.25,-1.0,0.0,-0.2,4.49,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,1.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
654,RP,Ronel Blanco,Surrey,40806, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,4.0,18,15,3,2,0,1,0,0,0,3,0,7,0,.375,0,0,0,0,3,0.79,2,3,0,0,3.00,0.1,0.1,0.3,2.51,1,3,0,1,1,0,0,0,0,1.000,2.25,0.1,1.021,0,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
292,RP,Ronel Blanco,Wauwatosa,40806, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,1.1,9,9,5,2,0,0,3,4,4,0,0,2,0,.500,0,0,0,0,2,0.31,0,2,0,0,30.50,0.0,-0.2,-0.2,2.33,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,1.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
273,RP,Ronel Blanco,Mighty,40806, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,6,0,6.2,27,26,6,6,0,0,0,3,3,1,0,9,0,.353,0,0,0,0,6,0.81,7,4,0,0,2.00,0.0,0.3,0.2,1.99,1,6,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,6.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
218,RP,Ronel Blanco,Bayonne,40806, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,0,2.1,11,8,1,1,0,0,0,2,2,3,0,5,0,.333,0,0,0,0,1,0.15,2,0,0,0,3.82,0.0,0.1,-0.0,3.59,1,1,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
42,RP,Ronel Blanco,Fullerton,40806, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,0,3.0,15,13,5,3,1,0,1,3,3,2,0,4,0,.500,0,0,0,0,5,1.07,2,2,0,0,7.92,-0.6,-0.0,-0.0,3.68,1,4,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
768,RP,Doug Bochtler,Greenland,40448, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,7,0,8.1,33,29,5,5,0,0,0,3,2,4,0,14,0,.333,0,0,0,0,7,0.70,7,2,1,1,2.33,0.3,0.3,0.3,2.13,1,7,0,0,0,0,0,0,0,.000,0.00,-0.1,.000,2,1,8.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0
727,RP,Doug Bochtler,Albany-Colonie,40448, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,2.2,20,12,5,5,0,0,0,8,8,8,0,2,0,.500,0,0,1,1,3,1.14,3,2,0,0,11.75,-0.4,-0.1,-0.4,8.97,1,2,0,2,1,1,0,1,0,1.000,6.75,0.0,1.021,0,0,2.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
672,RP,Doug Bochtler,Baseball,40448, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,7,0,8.0,40,31,11,7,2,0,2,8,8,9,0,10,0,.474,0,0,0,1,7,1.34,5,5,1,1,8.38,-0.1,-0.1,-0.1,4.95,1,5,0,0,0,0,0,0,0,.000,0.00,-0.1,.000,2,1,8.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
1751,RP,Jeff Bronkey,Klayman,39198, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,2.0,13,9,4,2,2,0,0,6,6,2,0,1,1,.444,0,1,0,0,2,0.20,4,1,0,0,7.75,-0.0,-0.0,-0.3,6.56,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
467,RP,J.B. Bukauskas,Klayman,40612, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,5.0,18,16,0,0,0,0,0,0,0,2,0,10,0,.000,0,0,0,0,2,1.19,2,3,0,0,1.45,0.4,0.3,0.4,0.14,1,2,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,5.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
1757,RP,Madison Bumgarner,Wauwatosa,34172, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,2.1,17,13,7,4,2,0,1,6,6,3,0,1,0,.500,0,1,0,0,3,1.04,4,2,0,0,12.82,-0.7,-0.1,-0.3,7.03,1,3,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
185,RP,Madison Bumgarner,Milwaukee,34172, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,0,4.0,22,19,7,5,1,0,1,1,1,3,0,8,0,.600,0,0,0,0,5,1.19,2,2,1,0,5.75,-0.3,0.0,0.2,2.54,1,5,0,0,0,0,0,0,0,.000,0.00,-0.3,.000,1,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
18,RP,Madison Bumgarner,Phoenix,34172, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,0,6.0,28,21,3,1,1,0,1,3,2,7,0,6,0,.143,0,0,0,0,5,0.36,8,4,0,0,7.92,-0.1,-0.0,0.1,5.71,1,5,0,1,1,0,0,0,0,1.000,1.50,0.1,1.021,0,0,6.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.1,0.0
74,RP,Matt Bush,Bora Bora,40560, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,3.2,18,17,6,2,2,0,2,4,4,1,0,5,0,.400,0,0,0,0,2,0.43,3,3,0,0,9.43,-0.1,-0.1,-0.1,2.65,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
112,RP,Tim Byrdak,Watertown,40404, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,3.0,15,13,4,1,3,0,0,1,1,2,0,6,0,.571,0,0,2,0,2,0.27,1,2,0,0,2.25,0.0,0.1,0.1,1.97,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
703,RP,Giovanni Carrara,Princeton,40391, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,11,0,15.0,63,56,14,8,2,0,4,10,10,6,0,21,1,.323,0,0,0,2,11,0.87,14,6,0,1,6.32,0.3,0.1,0.2,2.66,1,10,0,2,2,0,0,0,0,1.000,1.20,0.4,1.021,1,1,15.0,0,0,0.00,2,2,0,0,0,0,0,0,0,0,0,-0.3,0.0
205,RP,Daniel Castano,Bayonne,34456, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,2.1,8,8,1,1,0,0,0,0,0,0,0,2,0,.167,0,0,0,0,3,0.26,4,1,0,0,2.54,0.0,0.1,0.1,3.57,1,3,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0
251,RP,Miguel Castro,Iam,34439, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,4.0,16,15,4,3,1,0,0,0,0,1,0,8,0,.571,0,0,0,0,4,0.71,3,0,0,1,1.00,0.1,0.2,0.3,1.05,1,4,0,2,2,0,0,0,0,1.000,4.50,0.2,1.021,1,1,4.0,0,0,0.00,2,2,0,0,0,0,0,0,0,0,0,-0.3,0.0
456,RP,Shawn Chacon,Liverpool,40378, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,8,0,11.2,54,43,9,6,3,0,0,4,2,11,0,10,0,.273,0,0,1,0,8,0.91,13,11,3,0,5.37,0.2,0.2,0.4,5.56,1,8,0,2,2,0,0,0,0,1.000,1.54,-0.9,1.021,3,0,11.2,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.3,0.0
643,RP,Jesse Chavez,Surrey,34317, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,0,5.0,22,20,5,2,2,0,1,3,3,2,0,7,0,.333,0,0,0,0,5,0.98,5,3,0,0,5.25,-0.4,0.1,0.1,2.69,1,4,0,0,0,0,0,0,0,.000,0.00,-0.2,.000,0,0,5.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,1,-0.1,0.0
415,RP,Jesse Chavez,Quebec,34317, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,7,0,6.2,31,28,8,4,0,0,4,7,5,2,0,11,0,.286,0,1,1,0,7,1.12,5,4,1,0,9.65,-0.2,-0.2,-0.1,1.87,1,7,0,3,3,0,0,0,0,1.000,4.05,-0.2,1.021,1,0,6.2,0,0,0.00,3,3,0,0,0,0,0,0,0,0,0,-0.3,0.0
277,RP,Jesse Chavez,Mighty,34317, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,0,5.1,23,21,5,4,1,0,0,2,2,2,0,6,0,.333,0,0,0,1,5,1.39,6,3,0,0,3.13,0.4,0.2,0.2,3.39,1,5,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,5.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0
241,RP,Jesse Chavez,Iam,34317, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,4.0,16,14,4,3,1,0,0,0,0,2,0,5,0,.444,0,0,0,2,3,1.18,5,0,0,0,3.25,0.2,0.1,0.3,3.87,1,3,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0
182,RP,Jesse Chavez,Milwaukee,34317, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,4.1,27,21,10,7,1,0,2,9,9,6,0,5,0,.571,0,0,0,1,4,0.23,4,2,0,0,12.10,-0.0,-0.2,-0.4,5.76,1,3,0,1,1,0,0,0,0,1.000,2.08,0.2,1.021,0,0,4.1,0,0,0.00,0,0,0,0,1,1,0,0,0,0,0,-0.1,0.0
