ID,POS,Name,TM,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,PPG,PI,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
428,C,Austin Barnes,Dodgertown,DTWN,34095,1,1,4,4,2,1,0,0,1,2,2,0,0,0,0,0,1,0,.665,.500,1,1.2,0.1,0,0,1.2,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
218,C,Austin Barnes,Key West,KW,34095,3,1,6,5,0,0,0,0,0,0,0,1,0,0,0,0,3,0,.125,.000,0,-1.5,-0.2,0,0,-1.5,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,2,0,4,1,1,2,0,0,.500,2.70,-1.1,.358,0,0,6.2,0,0,0.00,2,0,1,0,0,0,0,0,0,0,1,0.0,0.0
689,1B,Marwin Gonzalez,Nashua,NAS,40659,9,3,24,19,7,6,1,0,0,3,5,5,0,0,0,0,5,0,.431,.500,5,1.5,0.2,1,0,1.4,0.3,0.1,0.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,2,0,0,0,0,0,0,0,.000,0.00,-0.1,.000,0,0,3.0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
379,1B,Jonathan Schoop,Wedgwood,WED,34769,25,24,110,104,31,20,6,0,5,20,17,4,0,1,0,1,19,1,.343,.321,14,-3.0,-0.1,1,1,-3.1,-0.1,-0.4,-0.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,3,3,14,10,4,0,4,0,1.000,4.85,0.4,1.075,0,0,26.0,0,0,0.00,6,6,1,1,0,0,1,0,0,0,0,0.0,0.0
330,1B,Jonathan Schoop,Yellowknife,Y,34769,16,16,73,72,18,12,3,0,3,9,8,1,0,0,0,0,22,3,.280,.319,4,-6.7,-0.4,0,0,-6.7,0.0,0.2,0.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
280,1B,Jonathan Schoop,St Louis,STLB,34769,6,6,27,19,5,2,1,0,2,6,6,7,0,0,0,1,7,0,.435,.273,6,1.8,0.2,0,0,1.7,0.0,0.5,0.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,1,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,1.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
187,1B,Jonathan Schoop,Las Vegas,LV,34769,4,4,17,12,7,5,2,0,0,3,1,5,0,0,0,0,2,0,.626,.700,7,4.4,0.4,0,0,4.4,0.0,0.3,0.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
148,1B,Jonathan Schoop,Baltimore,BAL,34769,12,11,52,49,11,8,0,0,3,11,6,2,0,0,1,0,12,2,.269,.235,2,-5.3,-0.4,0,0,-5.4,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
796,2B,Marlon Anderson,Dallas,DAL,39120,3,3,11,10,2,1,0,0,1,2,1,1,0,0,0,0,2,0,.310,.143,1,-0.7,-0.0,0,0,-0.7,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
591,2B,Marlon Anderson,Dinosoaur Bob and,DB,39120,4,4,15,12,5,3,0,0,2,4,2,2,0,0,0,1,1,0,.514,.300,4,2.2,0.2,0,0,2.2,0.0,0.0,0.0,1,0,0,0,0.1,3,1,0,0,0,0,0,0,0,1,0,1,1,.000,0,0,0,0,1,0.07,13,13,0,0,0,0,15.20,0.0,-0.0,0.0,5.14,4,4,4,16,7,9,0,2,0,1.000,4.24,-0.1,.921,0,0,34.0,0,0,0.00,7,6,1,1,0,0,0,0,1,0,1,0.0,0.0
