ID,POS,Name,TM,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,PPG,PI,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
2774,SP,George Cuppy,Apopka,APO,38596, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,2,7.2,40,35,13,8,1,0,4,11,11,5,0,4,0,.333,0,0,0,1,0,0.78,84,168,9,9,2,0,11.63,-0.5,-0.3,-0.3,5.95,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3278,SP,Oscar Levis,Cucuta,CUC,40584, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,5.2,27,26,10,6,1,1,2,4,4,1,0,7,0,.471,0,0,0,1,0,0.98,106,106,6,3,0,0,6.58,-0.3,0.0,0.1,2.83,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2827,SP,Oscar Levis,Star City,SC,40584, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,10,0,15.2,77,70,24,16,4,1,3,13,13,7,0,21,0,.457,0,0,0,1,10,0.80,30,309,9,16,0,0,5.08,-0.2,0.2,-0.1,3.03,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2695,SP,Oscar Levis,Lafayette,LAF,40584, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,17.0,77,69,18,10,3,0,5,13,13,8,0,19,0,.289,0,0,2,0,0,1.18,103,310,17,15,0,0,6.93,-0.7,0.1,0.1,3.61,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2368,SP,Oscar Levis,Mesplay Enterprises,ME,40584, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,20.0,82,73,14,9,2,0,3,6,6,9,0,17,0,.208,0,0,0,1,0,1.02,100,300,20,22,0,0,5.53,0.4,0.3,1.0,4.21,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2285,SP,Oscar Levis,Arlington,ARL,40584, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,5.2,30,25,7,3,3,0,1,6,3,5,1,4,0,.300,0,0,0,0,0,0.95,119,119,5,8,0,0,6.93,-0.3,0.0,-0.1,5.99,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2029,SP,Oscar Levis,Mud Hen Lake,MH,40584, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,5,29.0,133,115,32,19,4,1,8,20,16,18,0,26,0,.296,0,0,1,2,0,0.96,106,533,28,27,4,3,7.59,-0.7,-0.0,0.4,4.66,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1832,SP,Oscar Levis,Our,OUR,40584, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,17.2,75,63,11,6,2,0,3,10,7,9,0,14,3,.174,0,0,1,2,3,0.92,99,299,16,20,1,1,6.60,-0.0,-0.0,0.3,4.63,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1744,SP,Oscar Levis,Space,MAD,40584, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,4,16.1,83,69,20,12,4,0,4,16,13,13,0,17,1,.333,0,0,0,1,0,1.03,77,308,11,19,3,0,7.61,-0.7,-0.0,-0.1,4.77,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1661,SP,Oscar Levis,Elam,EVG,40584, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,4,23.1,101,86,24,16,3,0,5,16,16,12,0,24,1,.322,0,2,1,2,0,0.95,101,404,22,18,2,3,6.33,-0.2,0.2,0.3,3.91,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
