ID,POS,Name,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
344,SP,Kolby Allard,Sunnytown,34581, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,4.0,18,17,5,3,0,0,2,5,5,1,0,6,0,.333,0,0,0,0,0,0.96,2,4,0,0,7.90,-0.4,-0.0,-0.1,1.75,1,1,1,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
175,SP,Kolby Allard,Baseball,34581, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,3.2,20,20,9,5,3,0,1,5,5,0,0,7,0,.667,0,0,0,0,0,0.86,2,2,0,0,3.38,-0.3,0.1,-0.1,1.14,1,1,1,1,1,0,0,0,0,1.000,2.45,0.0,1.003,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0
149,SP,Kolby Allard,Lebowski,34581, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,17.2,78,70,18,15,2,0,1,7,6,7,0,19,1,.340,0,0,1,1,0,1.19,19,14,2,1,3.60,0.3,0.6,0.7,3.52,1,3,3,3,2,1,0,0,0,1.000,1.53,-0.1,1.003,3,1,17.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
192,SP,Joaquin Andujar,Kennereigh,39117, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,6.1,24,21,2,2,0,0,0,0,0,3,0,6,0,.133,0,0,0,0,0,0.88,6,7,0,0,3.18,0.3,0.2,0.6,3.79,1,1,1,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,6.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
124,SP,Pedro Avila,Strickland,40693, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,2,7.2,34,32,10,7,1,0,2,5,5,1,0,10,1,.400,0,0,0,0,0,0.91,6,6,0,1,5.22,-0.2,0.1,0.1,2.15,1,2,2,0,0,0,0,0,0,.000,0.00,0.3,.000,1,1,7.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0
410,SP,Bill Bailey,Middle West,40481, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,6.0,22,20,3,3,0,0,0,1,1,2,0,7,0,.231,0,0,0,1,0,0.75,6,4,1,0,2.32,0.2,0.3,0.4,2.69,1,1,1,0,0,0,0,0,0,.000,0.00,-0.6,.000,1,0,6.0,0,0,0.00,0,0,0,0,1,0,0,0,0,0,0,-0.1,0.0
284,SP,Ralph Birkofer,Tokyo,40452, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,16.1,67,64,19,14,2,0,3,6,6,2,0,21,1,.400,0,0,0,1,0,0.86,11,13,0,2,4.02,0.2,0.5,0.7,1.87,1,3,3,4,2,2,0,0,0,1.000,2.20,0.6,1.003,2,2,16.1,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.3,0.0
147,SP,Ryan Borucki,Lebowski,34862, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,4,12.2,62,57,19,11,2,1,5,12,11,5,0,12,0,.350,0,0,2,2,0,0.90,15,9,1,0,8.07,-0.6,-0.2,-0.1,4.10,1,4,4,2,0,2,0,0,0,1.000,1.42,-0.5,.000,1,0,12.2,0,0,0.00,0,0,0,0,1,0,0,0,0,0,0,-0.1,0.0
398,SP,Matt Brash,Middle West,40818, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,4.0,19,16,4,2,1,0,1,4,3,3,0,4,0,.273,0,0,1,0,0,1.14,4,4,1,0,7.15,-0.3,-0.0,-0.1,4.71,1,1,1,0,0,0,0,0,0,.000,0.00,-0.4,.000,1,0,4.0,0,0,0.00,0,0,1,0,0,0,0,0,0,0,0,-0.1,0.0
353,SP,Matt Brash,Sunnytown,40818, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,4.1,20,17,6,4,2,0,0,1,1,2,0,5,1,.500,0,0,0,1,0,1.12,3,3,1,0,3.42,0.1,0.2,0.2,3.52,1,1,1,0,0,0,0,0,0,.000,0.00,-0.2,.000,1,0,4.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0
