ID,POS,Name,TM,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,PPG,PI,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
318,SP,George Cuppy,Tokyo,TR,38596, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,2,0,17.0,72,68,20,12,4,2,2,8,8,2,0,20,1,.383,0,1,0,0,0,0.92,89,268,12,16,0,3,3.46,0.0,0.7,0.6,2.27,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
631,RP,George Cuppy,Circle City,CC,38596, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,11,0,1,0,21.0,90,86,23,16,4,0,3,8,6,4,0,21,0,.323,0,0,1,1,11,0.78,31,342,19,21,1,1,4.18,0.5,0.4,0.7,3.10,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
291,C,Eric Haase,Long Lake,LL,34782,5,3,16,13,4,2,1,0,1,2,5,2,0,0,1,0,4,0,.394,.375,2,0.4,0.1,0,0,0.4,0.0,0.1,0.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,7,4,2,4,0,4,0,0,0,1.000,1.64,-0.1,1.030,0,0,22.0,0,0,0.00,3,3,1,1,1,0,1,0,1,0,1,0.0,0.6
337,C,Sport McAllister,Wedgwood,WED,39942,3,3,13,12,3,2,0,0,1,1,1,1,0,0,0,0,2,1,.334,.222,1,-0.4,-0.0,0,0,-0.5,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
304,C,Sport McAllister,Long Lake,LL,39942,5,5,26,23,7,7,0,0,0,0,3,3,0,0,0,0,4,0,.330,.368,3,-1.0,-0.1,0,0,-1.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
547,C,Francisco Mejia,Guardiana,GUA,34906,3,3,13,9,0,0,0,0,0,0,2,4,0,0,0,0,4,0,.230,.000,0,-1.8,-0.1,0,0,-1.8,0.0,0.3,0.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
525,C,Francisco Mejia,Castlegar,CAS,34906,18,17,80,68,23,12,5,0,6,16,12,9,0,3,0,0,19,2,.458,.395,19,7.1,0.6,0,0,6.9,0.0,0.5,0.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,7,2,2,2,0,2,0,0,0,1.000,0.95,-0.3,.687,0,0,19.0,0,0,0.00,1,1,1,0,0,0,1,1,0,0,1,0.0,-0.4
264,C,Francisco Mejia,Saturn Valley,SV,34906,18,18,88,76,17,13,3,0,1,6,7,12,1,0,0,0,17,2,.289,.276,6,-6.9,-0.4,0,0,-7.1,0.0,0.6,0.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
247,C,Francisco Mejia,Doyle,DOY,34906,3,1,6,5,2,2,0,0,0,0,0,0,0,1,0,0,1,0,.431,.500,1,0.4,0.0,0,0,0.4,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,7,1,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,1.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
181,C,Francisco Mejia,Stamford,Stam,34906,5,5,23,21,8,5,3,0,0,2,1,1,0,1,0,0,3,1,.421,.444,4,1.2,0.1,0,0,1.1,0.0,0.2,0.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
