ID,POS,Name,TM,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,PPG,PI,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
489,C,Austin Allen,Taipei,TAI,34637,6,4,20,18,8,5,2,0,1,5,2,1,0,0,0,1,4,0,.474,.500,5,2.1,0.1,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,3,3,36,2,34,0,0,0,1.000,12.62,-0.5,.536,1,0,25.2,1,29,10.17,1,1,1,1,0,0,0,0,1,0,0,-1.1,0.0
632,C,Joe Azcue,Circle City,CC,40485,20,19,79,70,23,13,6,0,4,13,8,9,0,0,0,0,11,6,.416,.345,16,3.8,0.7,0,0,3.6,0.0,-0.3,-0.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,19,19,231,9,221,1,1,0,.996,12.18,0.1,1.071,8,2,170.0,0,87,4.61,1,1,0,0,3,2,0,0,0,0,0,1.1,0.0
515,C,Joe Azcue,East Shire,ES,40485,11,9,39,34,13,10,1,0,2,8,9,4,1,1,0,0,6,0,.432,.423,8,2.5,0.3,0,0,2.4,0.0,0.3,0.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,9,8,92,5,87,0,0,0,1.000,11.04,-0.2,.000,3,1,75.0,0,55,6.60,1,1,1,1,1,0,0,0,0,0,0,-0.8,0.0
410,C,Joe Azcue,UCLA,UCLA,40485,8,8,39,32,11,6,2,0,3,10,10,5,0,0,0,2,2,0,.434,.276,8,2.6,0.2,0,0,2.5,0.0,-0.8,-0.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,8,8,105,3,101,1,0,0,.990,12.76,-0.2,.000,3,1,73.1,1,64,7.85,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.0
55,C,Billy Bryan,BZH,BZH,40414,2,1,6,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,.254,.000,0,-0.7,-0.1,0,0,-0.7,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,1,0,2,0,2,0,0,0,1.000,6.00,0.0,.000,0,0,3.0,0,1,3.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
225,C,Curt Casali,Heroes and,HA,34035,7,6,24,21,5,4,0,0,1,1,6,3,0,0,0,0,9,1,.319,.364,2,-1.2,-0.1,0,0,-1.2,0.0,0.3,0.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,7,6,51,2,49,0,0,0,1.000,8.35,-0.5,1.071,3,1,55.0,1,15,2.45,1,1,0,0,3,0,0,0,0,0,0,-0.8,0.0
44,C,Curt Casali,Brookmont,BDD,34035,14,14,61,47,17,11,4,0,2,4,10,13,1,1,0,0,14,2,.461,.484,15,5.6,0.5,0,0,5.5,0.0,0.6,0.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,12,12,135,8,127,0,0,0,1.000,11.39,0.3,.803,5,3,106.2,0,57,4.81,2,2,0,0,2,1,0,0,0,0,0,-2.3,0.0
644,C,Jason Castro,Circle City,CC,34535,15,15,61,48,14,8,4,0,2,4,13,13,0,0,0,0,15,0,.416,.387,12,2.9,0.1,0,0,2.7,0.0,-2.1,-2.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,12,12,138,9,129,0,0,0,1.000,11.83,-0.2,.536,5,2,105.0,0,52,4.46,1,1,1,1,2,1,0,0,1,0,0,-1.6,0.0
358,C,Jason Castro,Wedgwood,WED,34535,1,1,4,4,1,0,0,0,1,1,1,0,0,0,0,0,2,0,.445,.000,0,0.3,-0.0,0,0,0.3,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,1,1,3,0,3,0,0,0,1.000,3.38,0.0,.000,0,0,8.0,0,14,15.75,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.0
271,C,Jason Castro,Saturn Valley,SV,34535,10,9,38,32,11,6,2,0,3,10,10,6,0,0,0,0,11,0,.465,.444,9,3.7,0.4,0,0,3.6,0.0,0.5,0.5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,2,9,9,99,5,93,1,0,0,.990,11.31,-0.8,1.071,5,2,78.0,4,54,6.23,3,3,0,0,0,0,0,0,0,0,0,-0.1,0.0
