ID,POS,Name,TM,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,W,L,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,PPG,PI,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
623,1B,Dave Altizer,Aurora,ARA,40492,7,7,37,30,9,8,0,0,1,4,8,7,0,0,0,0,6,0,.378,.348,6,0.9,0.1,0,0,1.0,0.0,-0.2,-0.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
252,1B,Hi Myers,Feekachang,Fee,37276,15,14,54,52,9,9,0,0,0,3,4,1,0,0,0,1,12,3,.161,.220,-1,-9.8,-0.6,0,0,-9.8,0.0,0.8,0.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,8,2,2,8,0,8,0,0,0,1.000,4.00,0.3,1.033,0,0,18.0,0,0,0.00,4,4,3,3,2,1,0,0,0,0,1,0.0,0.3
792,1B,Joe Pepitone,BERG,BBB,37126,4,4,15,14,1,1,0,0,0,0,0,1,0,0,0,0,5,0,.108,.111,-1,-3.5,-0.3,0,0,-3.5,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
692,1B,Joe Pepitone,Campbelltown,CAM,37126,6,6,21,19,4,2,1,0,1,3,6,2,0,0,0,0,5,3,.297,.231,2,-1.1,0.0,0,0,-1.1,0.0,1.3,1.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,8,4,4,4,0,3,1,0,0,.750,0.96,-0.1,1.033,0,0,28.0,0,0,0.00,2,2,0,0,2,0,2,1,0,0,3,0.0,0.2
613,1B,Joe Pepitone,Dinosoaur Bob and,DB,37126,11,11,43,37,13,9,1,0,3,12,5,5,0,0,0,1,7,0,.425,.357,9,3.0,0.3,0,0,3.1,0.0,-0.3,-0.3,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
295,1B,Joe Pepitone,Zaddy,CHI,37126,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-1.7,-0.1,0,0,-1.7,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
614,2B,Marlon Anderson,Dinosoaur Bob and,DB,39120,10,9,40,33,11,8,0,1,2,11,5,5,1,1,0,1,6,0,.397,.346,7,1.7,0.3,1,0,1.8,0.4,0.3,0.6,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,8,1,0,1,0,1,0,0,0,1.000,4.50,0.0,1.033,0,0,2.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
429,2B,Marlon Anderson,Tokyo,TR,39120,16,16,71,68,16,11,3,0,2,6,6,2,0,1,0,0,30,0,.270,.389,4,-5.5,-0.4,1,2,-5.4,-0.7,-1.1,-1.8,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
222,2B,Marlon Anderson,Oxnard,OXN,39120,3,3,11,9,2,1,0,0,1,1,2,2,0,0,0,0,6,0,.377,.500,1,0.3,0.1,0,0,0.3,0.0,0.4,0.4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
192,2B,Marlon Anderson,Baldivis,BAL,39120,3,3,12,12,1,1,0,0,0,1,1,0,0,0,0,0,3,1,.074,.111,-1,-3.2,-0.2,0,0,-3.2,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
