ID,POS,Name,TM,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,PPG,PI,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
2787,SP,Adbert Alzolay,New York,NY,40619, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,3.2,19,18,7,6,1,0,0,4,4,1,0,6,0,.583,0,0,1,0,0,1.11,86,86,3,2,0,0,1.49,-0.3,0.2,-0.1,2.22,1,1,1,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
502,SP,Adbert Alzolay,Langely Falls,LF,40619, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,5,24.1,111,98,32,19,8,0,5,20,20,12,0,19,1,.365,0,0,1,2,0,1.07,89,449,27,20,1,3,6.66,-1.1,0.1,0.0,4.68,1,5,5,5,4,1,0,0,0,1.000,1.85,0.3,1.010,4,3,24.1,0,0,0.00,2,2,0,0,1,0,0,0,0,0,0,-0.8,0.0
602,SP,Ed Baecht,Michigan,UofM,40483, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,4.0,17,13,2,2,0,0,0,1,1,4,0,5,0,.250,0,0,0,0,0,1.19,73,73,4,2,0,1,4.45,0.1,0.1,0.2,4.58,1,1,1,0,0,0,0,0,0,.000,0.00,-0.2,.000,1,1,4.0,0,0,0.00,0,0,0,0,1,0,0,0,0,0,0,0.3,0.0
682,SP,Dave Barnhill,Pgh,PGH,40578, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,6.0,30,26,8,6,1,0,1,6,5,2,0,5,1,.333,0,1,0,0,0,1.22,104,104,9,4,1,0,5.95,-0.5,0.1,-0.1,4.39,1,1,1,1,1,0,0,0,0,1.000,1.50,-0.2,1.010,1,0,6.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
366,SP,Dave Barnhill,Jackpine,JSAV,40578, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,16.2,74,63,16,10,2,0,4,10,10,9,0,16,1,.273,0,1,1,1,0,1.07,99,298,17,15,0,1,6.95,-0.1,0.0,0.3,4.22,1,3,3,1,1,0,0,0,0,1.000,0.54,0.4,.000,1,1,16.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
7,SP,Dave Barnhill,Cleveland,CLE,40578, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,10,0,15.2,80,69,23,10,8,0,5,17,16,11,0,18,0,.391,0,0,1,1,10,1.12,29,293,17,11,1,0,7.91,-0.7,-0.3,-0.5,4.30,1,10,0,3,2,1,0,0,0,1.000,1.72,-0.1,1.010,1,0,15.2,0,0,0.00,2,2,0,0,0,0,0,0,0,0,0,0.1,0.0
518,SP,Aaron Brooks,Dogpatch,DOG,40740, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,2,10.0,45,41,15,10,3,1,1,5,5,2,0,10,0,.438,0,2,2,3,0,1.05,90,181,8,9,1,0,3.85,-0.1,0.3,0.3,3.25,1,2,2,0,0,0,0,0,0,.000,0.00,-0.2,.000,1,0,10.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0
218,SP,Aaron Brooks,Wisconsin,WIS,40740, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,2,7.2,39,35,14,8,2,1,3,9,9,3,0,10,0,.478,0,1,1,0,0,0.84,80,160,8,4,0,1,7.60,-0.3,-0.0,-0.2,3.28,1,2,2,0,0,0,0,0,0,.000,0.00,0.2,.000,1,1,7.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
189,SP,Daniel Castano,Chillum,CHI,34456, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,5.2,23,21,6,3,2,0,1,4,4,2,0,4,0,.312,0,0,0,1,0,0.71,86,86,7,4,0,0,5.89,-0.1,0.1,0.1,4.46,1,1,1,1,1,0,0,0,0,1.000,1.59,0.2,1.010,0,0,5.2,0,0,0.00,0,0,0,0,1,1,0,0,0,0,0,0.1,0.0
290,SP,Tyler Chatwood,Hamilton,HAM,35936, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,5.0,25,23,8,5,2,0,1,5,4,2,0,7,0,.467,0,0,1,1,0,0.88,91,91,2,5,1,0,4.95,-0.2,0.1,-0.1,2.74,1,1,1,0,0,0,0,0,0,.000,0.00,-0.3,.000,1,0,5.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
825,SP,Larry Christenson,Rootin Tootin,RT,38719, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,4,20.2,96,82,23,18,2,2,1,16,16,12,0,20,0,.349,0,2,0,1,0,1.12,101,407,21,20,4,0,4.38,-0.1,0.5,0.1,4.36,1,4,4,3,3,0,0,0,0,1.000,1.31,-1.0,1.010,4,0,20.2,0,0,0.00,1,1,1,1,0,0,0,0,0,0,0,0.1,0.0
748,SP,Larry Christenson,Rocket City,RCP,38719, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,4.2,21,21,9,7,0,0,2,5,5,0,0,4,0,.467,0,0,0,0,0,0.98,79,79,1,7,0,1,7.81,-0.4,-0.0,-0.1,2.62,1,1,1,0,0,0,0,0,0,.000,0.00,0.2,.000,1,1,4.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0
714,SP,Larry Christenson,Providence,PRO,38719, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,2.1,15,13,6,3,0,0,3,5,5,1,0,3,1,.429,0,0,0,0,0,0.93,58,58,1,3,0,0,20.66,-0.5,-0.2,-0.2,3.72,1,1,1,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
692,SP,Larry Christenson,Pgh,PGH,38719, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,6.1,27,24,8,7,0,0,1,2,2,2,0,7,1,.438,0,0,0,2,0,1.29,105,105,4,5,2,1,5.21,0.1,0.1,0.3,3.08,1,1,1,0,0,0,0,0,0,.000,0.00,-0.6,.000,3,1,6.1,0,0,0.00,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
573,SP,Larry Christenson,London,LON,38719, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,6.1,26,23,4,2,2,0,0,3,3,3,0,7,0,.250,0,0,0,1,0,1.29,111,111,6,5,0,0,3.16,-0.0,0.3,0.2,3.47,1,1,1,1,1,0,0,0,0,1.000,1.42,0.2,1.010,0,0,6.1,0,0,0.00,0,0,1,1,0,0,0,0,0,0,0,0.4,0.0
485,SP,Larry Christenson,Houston,HOU,38719, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,18.2,78,73,19,12,4,0,3,12,12,5,0,21,0,.327,0,0,0,1,0,0.82,102,308,11,22,3,0,4.59,-0.2,0.4,0.3,2.65,1,3,3,1,1,0,0,0,0,1.000,0.48,-0.8,.000,3,0,18.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
435,SP,Larry Christenson,Clovis,CLO,38719, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,2,13.0,56,48,12,6,2,1,3,7,7,5,0,11,2,.257,0,1,0,3,0,1.06,103,207,13,12,0,0,6.87,-0.2,0.0,0.3,4.12,1,2,2,0,0,0,0,0,0,.000,0.00,0.2,.000,0,0,13.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
373,SP,Larry Christenson,Jackpine,JSAV,38719, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,4,24.2,103,94,25,17,3,2,3,12,11,8,0,24,1,.328,0,0,1,3,0,0.92,107,428,30,13,3,4,4.68,-0.1,0.6,0.7,3.69,1,4,4,0,0,0,0,0,0,.000,0.00,-0.5,.000,7,4,24.2,0,0,0.00,0,0,2,0,0,0,0,0,0,0,0,-0.1,0.0
262,SP,Larry Christenson,Totnes,TOT,38719, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,2,9.2,43,39,12,6,1,0,5,8,8,4,0,15,0,.368,0,0,0,1,0,0.92,94,189,4,8,0,1,8.81,-0.2,-0.1,0.0,2.05,1,2,2,1,0,1,0,0,0,1.000,0.93,0.3,.000,1,1,9.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
179,SP,Larry Christenson,York,YRK,38719, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,7.0,28,26,5,4,0,0,1,2,2,2,0,13,0,.333,0,0,0,0,0,1.01,107,107,4,4,1,0,2.95,0.2,0.3,0.4,0.73,1,1,1,0,0,0,0,0,0,.000,0.00,-0.3,.000,1,0,7.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
113,SP,Larry Christenson,EVCs,EVC,38719, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,5,25.1,113,102,31,18,5,1,7,21,21,8,0,27,3,.353,0,0,2,4,0,1.09,81,407,22,21,2,1,6.71,-1.1,0.1,0.0,3.34,1,5,5,3,3,0,0,0,0,1.000,1.07,-0.5,1.010,3,1,25.1,0,0,0.00,2,1,2,1,0,0,0,0,0,0,0,-0.7,0.0
49,SP,Larry Christenson,FFS,_oY,38719, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,5,26.2,116,103,26,13,7,1,5,15,15,12,0,36,1,.339,0,0,0,2,0,1.09,93,469,23,18,0,1,5.15,-0.4,0.5,0.6,2.84,1,5,5,2,1,1,0,0,0,1.000,0.67,0.5,1.010,1,1,26.2,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.0,0.0
