ID,POS,Name,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
559,SP,Joan Adon,King Street,34355, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,12.0,61,47,16,10,0,0,6,14,14,12,0,11,1,.323,0,1,1,3,0,1.15,11,9,1,0,11.52,-0.6,-0.5,-0.3,5.55,1,3,3,1,1,0,0,0,0,1.000,0.75,-0.6,.000,1,0,12.0,0,0,0.00,1,0,1,0,0,0,0,0,0,0,0,-0.4,0.0
372,SP,Joan Adon,Waltham,34355, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,4.0,18,13,3,1,1,0,1,3,3,4,0,5,1,.286,0,0,0,0,0,1.12,4,1,0,1,8.10,-0.1,-0.0,0.0,4.71,1,1,1,3,2,1,0,0,0,1.000,6.75,0.3,1.050,1,1,4.0,0,0,0.00,2,2,0,0,0,0,0,0,0,0,0,0.1,0.0
295,SP,Joan Adon,Yorkshire,34355, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,4,20.0,86,78,18,11,3,0,4,11,11,8,0,25,0,.286,0,0,0,0,0,0.92,20,15,0,0,4.90,-0.2,0.4,0.5,2.98,1,4,4,2,0,2,0,0,0,1.000,0.90,0.3,.000,0,0,20.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
336,SP,Tyler Alexander,Bull City,34760, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,3.2,20,16,6,2,2,1,1,5,5,2,0,5,2,.500,0,0,0,1,0,1.29,2,3,0,0,7.70,-0.5,-0.0,-0.1,3.50,1,1,1,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
172,SP,Kolby Allard,Terrordome,34581, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,3.2,21,17,6,3,2,0,1,6,4,4,0,6,0,.500,0,0,0,1,0,1.19,3,1,0,0,7.15,-0.4,-0.0,-0.2,4.16,1,1,1,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
427,SP,Joaquin Andujar,Milwaukee,39117, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,3.2,19,18,7,5,2,0,0,3,3,1,0,4,0,.500,0,0,0,0,0,1.09,3,3,0,1,2.24,-0.1,0.2,0.0,3.51,1,1,1,0,0,0,0,0,0,.000,0.00,0.2,.000,1,1,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
193,SP,Joaquin Andujar,London,39117, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,13.0,58,52,15,8,5,1,1,9,9,5,0,12,0,.350,0,1,1,0,0,0.99,15,10,0,1,3.91,-0.0,0.4,0.2,3.98,1,3,3,2,2,0,0,0,0,1.000,1.38,0.4,1.050,1,1,13.0,0,0,0.00,2,2,0,0,0,0,0,0,0,0,0,-0.1,0.0
708,SP,Chris Archer,Doha,34690, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,6.0,26,23,6,3,2,0,1,1,1,3,0,11,0,.455,0,0,0,1,0,0.92,5,1,1,0,3.60,0.1,0.2,0.4,2.09,1,1,1,1,1,0,0,0,0,1.000,1.50,-0.3,1.050,1,0,6.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.0,0.0
395,SP,Chris Archer,St Louis,34690, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,13.0,64,52,14,10,1,0,3,12,10,11,0,13,0,.297,0,1,0,0,0,1.00,8,17,1,1,7.14,-0.5,-0.0,-0.1,4.94,1,3,3,1,0,1,0,0,0,1.000,0.69,-0.1,.000,2,1,13.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0
230,SP,Pedro Avila,Aces,40693, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,2,8.0,34,30,6,5,1,0,0,3,3,4,0,10,0,.300,0,0,0,2,0,1.14,7,6,0,0,2.60,0.1,0.4,0.3,3.18,1,2,2,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,8.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
