ID,POS,Name,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
932,RP,Domingo Acevedo,Manhattan,34638, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,8,0,7.2,39,35,13,6,5,0,2,9,9,0,0,8,3,.423,0,1,0,0,8,0.79,7,8,0,0,6.08,-0.5,-0.0,-0.3,2.97,1,8,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,7.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
700,RP,Austin Adams,Doha,34057, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,0,1.0,3,3,0,0,0,0,0,0,0,0,0,2,0,.000,0,0,0,0,1,0.77,1,0,0,0,0.00,0.1,0.1,0.1,0.59,1,1,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,1.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
550,RP,Austin Adams,King Street,34057, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,6,0,7.0,32,26,7,7,0,0,0,1,1,6,0,9,0,.412,0,0,0,0,6,1.27,5,5,0,1,3.60,0.7,0.2,0.4,4.12,1,6,0,0,0,0,0,0,0,.000,0.00,0.2,.000,1,1,7.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
200,RP,Austin Adams,London,34057, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,0,6.0,31,24,8,4,1,0,3,11,11,5,0,7,1,.333,0,1,0,0,5,1.14,7,3,0,1,10.77,-0.7,-0.3,-0.5,4.60,1,5,0,1,0,1,0,0,0,1.000,1.50,0.2,.000,1,1,6.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
488,RP,Kolby Allard,Brooklyn,39418, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,10,1,20.2,93,79,19,11,2,1,5,11,11,11,0,34,1,.333,0,2,0,0,9,1.02,14,14,0,0,5.20,-0.2,0.2,0.4,2.31,1,10,1,0,0,0,0,0,0,.000,0.00,0.3,.000,0,0,20.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0
151,RP,Shawn Armstrong,Rainier,40654, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,3.2,16,14,4,2,1,0,1,1,1,2,0,4,0,.333,0,0,0,0,2,0.26,1,5,0,0,6.60,-0.0,-0.0,0.1,3.38,1,2,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0
578,RP,Doug Bair,Tokyo,39077, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,4.2,19,16,4,3,1,0,0,2,2,2,0,5,0,.333,0,1,0,0,3,1.36,3,5,1,1,2.75,-0.3,0.2,0.1,3.31,1,3,0,0,0,0,0,0,0,.000,0.00,-0.2,.000,2,1,4.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
404,RP,Doug Bair,St Louis,39077, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,6,0,5.1,31,28,12,9,1,0,2,8,8,3,0,10,0,.625,0,0,0,0,6,1.42,4,2,0,0,6.42,-0.8,-0.0,-0.4,2.65,1,6,0,0,0,0,0,0,0,.000,0.00,-0.1,.000,0,0,5.1,0,0,0.00,0,0,1,0,0,0,0,0,0,0,0,-0.1,0.0
773,RP,Tanner Banks,Los Angeles,40688, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,7,0,12.2,57,47,9,4,2,0,3,5,4,8,0,12,2,.188,0,0,1,1,7,0.50,14,11,1,1,7.16,-0.0,-0.2,0.3,4.51,1,7,0,0,0,0,0,0,0,.000,0.00,-0.1,.000,2,1,12.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
628,RP,Tanner Banks,Adobe,40688, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,8,0,9.2,40,34,6,3,3,0,0,2,0,4,0,11,2,.261,0,0,1,0,8,0.83,9,7,1,2,3.19,-0.1,0.3,0.4,3.23,1,7,0,0,0,0,0,0,0,.000,0.00,-0.0,.000,3,2,9.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0
422,RP,Tanner Banks,Milwaukee,40688, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,4.0,16,14,4,2,1,0,1,1,1,2,0,6,0,.429,0,0,0,0,2,0.69,1,3,0,2,5.35,0.1,0.0,0.2,2.02,1,2,0,0,0,0,0,0,0,.000,0.00,0.3,.000,2,2,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
285,RP,Tanner Banks,Yorkshire,40688, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,10,0,12.0,48,41,7,6,1,0,0,0,0,6,1,11,1,.233,0,0,0,2,10,1.17,15,8,0,0,3.27,0.6,0.3,0.8,4.20,1,10,0,3,1,2,0,0,0,1.000,2.25,0.3,1.050,0,0,12.0,0,0,0.00,0,0,0,0,1,1,0,0,0,0,0,0.3,0.0
730,RP,Mike Baumann,Langely Falls,35000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,8,0,10.2,47,40,8,5,2,1,0,5,5,6,0,17,0,.348,1,0,0,0,8,1.46,6,9,0,0,2.10,0.3,0.5,0.3,2.36,1,8,0,2,1,1,0,0,0,1.000,1.69,0.2,1.050,0,0,10.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.7,0.0
503,RP,Mike Baumann,Zaddy,35000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,4.2,22,20,6,6,0,0,0,1,1,2,0,4,0,.375,0,0,0,1,2,0.57,7,2,0,0,3.18,0.0,0.1,0.2,4.58,1,2,0,2,2,0,0,0,0,1.000,3.86,0.1,1.050,0,0,4.2,0,0,0.00,2,2,0,0,0,0,0,0,0,0,0,-0.0,0.0
215,RP,Mike Baumann,Aces,35000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,2.2,15,14,6,2,1,0,3,5,5,1,0,4,0,.429,0,0,0,0,3,0.73,2,2,0,0,16.35,0.1,-0.3,-0.2,2.92,1,3,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
414,RP,Stan Belinda,St Louis,39024, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,0,5.0,21,19,4,2,0,0,2,3,3,2,0,4,0,.154,0,0,0,0,5,0.97,5,6,0,0,8.40,0.1,-0.1,0.0,4.28,1,5,0,1,1,0,0,0,0,1.000,1.80,0.1,1.050,0,0,5.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.0,0.0
552,RP,Andrew Bellatti,King Street,40746, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,6,0,11.0,47,43,11,8,2,1,0,5,5,4,0,16,0,.407,0,0,1,1,6,0.80,7,9,0,0,1.79,0.5,0.5,0.2,2.16,1,6,0,0,0,0,0,0,0,.000,0.00,0.2,.000,0,0,11.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
520,RP,Andrew Bellatti,Delft,40746, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,2.2,16,12,4,4,0,0,0,3,3,4,0,2,0,.400,0,0,0,0,3,2.65,2,4,0,0,6.60,-0.0,-0.0,-0.2,7.13,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
370,RP,Andrew Bellatti,Waltham,40746, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,2.1,9,8,1,1,0,0,0,0,0,1,0,4,0,.250,0,0,0,0,2,1.32,1,2,0,0,1.46,0.2,0.1,0.2,1.07,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
52,RP,Andrew Bellatti,Austin,40746, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,3.0,15,13,4,1,1,0,2,3,3,2,0,7,0,.500,0,0,0,0,2,0.33,1,1,0,0,9.60,0.0,-0.1,-0.1,1.41,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
527,RP,Ty Blach,Delft,40732, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,4.0,19,17,4,3,1,0,0,5,1,2,0,6,0,.364,0,0,0,0,2,0.42,4,2,0,0,2.10,-0.0,0.2,-0.2,2.91,1,2,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
481,RP,Ty Blach,Brooklyn,40732, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,13,0,23.2,96,88,24,17,2,1,4,8,7,6,0,24,0,.323,0,2,1,5,13,0.92,26,16,0,0,4.53,-1.0,0.3,0.8,3.20,1,13,0,1,1,0,0,0,0,1.000,0.38,0.4,1.050,0,0,23.2,0,0,0.00,0,0,1,1,0,0,0,0,0,0,0,0.1,0.0
364,RP,Nick Blackburn,Waltham,39467, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,2.0,11,8,2,2,0,0,0,1,1,3,0,2,0,.333,0,0,0,0,2,0.54,2,2,0,0,6.10,-0.0,-0.0,0.0,6.43,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
551,RP,Ronel Blanco,King Street,40806, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,8,0,8.0,35,33,10,4,5,0,1,6,5,2,0,8,0,.375,0,0,0,2,8,0.67,7,7,0,0,3.98,-0.3,0.2,-0.0,3.32,1,8,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,8.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
93,RP,Ronel Blanco,Jonesboro,40806, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,4.1,19,15,2,1,0,0,1,4,4,4,0,6,0,.125,0,0,0,0,3,1.07,4,3,1,0,6.60,-0.1,-0.0,-0.1,3.98,1,2,0,0,0,0,0,0,0,.000,0.00,-0.3,.000,1,0,4.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0
148,RP,Doug Bochtler,Rainier,40448, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,3.2,15,14,3,2,0,0,1,2,2,1,0,5,0,.250,0,0,0,0,3,0.93,3,3,0,0,5.24,-0.3,0.0,0.1,2.10,1,3,0,1,0,1,0,0,0,1.000,2.45,0.1,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
768,RP,Ryan Borucki,Dinosoaur Bob and,34862, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,7.1,36,33,10,7,1,0,2,6,4,3,0,6,0,.320,0,0,0,1,3,0.48,6,8,1,1,6.74,-0.0,-0.1,-0.1,4.49,1,3,0,1,1,0,0,0,0,1.000,1.23,-0.1,1.050,2,1,7.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
459,RP,Ryan Borucki,Nimrod,34862, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,3.0,9,9,0,0,0,0,0,0,0,0,0,3,0,.000,0,0,0,0,2,0.58,4,2,0,0,1.60,0.1,0.1,0.2,2.00,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
305,RP,Ryan Borucki,Yorkshire,34862, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,8,0,9.2,54,48,19,7,6,0,6,16,14,6,0,12,0,.433,0,0,0,2,8,1.15,11,4,0,0,11.05,0.1,-0.5,-0.7,4.11,1,8,0,0,0,0,0,0,0,.000,0.00,-0.1,.000,0,0,9.2,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,-0.1,0.0
203,RP,Ryan Borucki,London,34862, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,6,0,10.0,40,35,6,4,1,0,1,1,1,4,0,16,1,.278,0,0,0,1,6,0.53,6,7,0,0,3.20,-0.1,0.3,0.5,1.67,1,6,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,10.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.0
150,RP,Ryan Borucki,Rainier,34862, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,0,1.2,12,12,7,7,0,0,0,3,3,0,0,2,0,.700,0,0,0,0,1,0.53,2,1,0,0,1.20,-0.0,0.1,-0.1,3.56,1,1,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,1.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
30,RP,Ryan Borucki,Austin,34862, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,5.1,20,20,4,2,1,0,1,2,2,0,0,8,0,.273,0,0,0,0,2,0.71,4,4,0,0,3.04,0.1,0.2,0.2,0.58,1,2,0,1,1,0,0,0,0,1.000,1.69,0.1,1.050,0,0,5.1,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.1,0.0
233,RP,Matt Boyd,Bucknell,35696, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,7.2,30,26,5,2,2,0,1,2,1,2,0,9,0,.235,1,1,0,0,3,0.87,5,9,0,0,3.73,0.3,0.2,0.3,2.27,1,3,0,2,2,0,0,0,0,1.000,2.35,0.2,1.050,0,0,7.2,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.3,0.0
66,RP,Jake Brentz,Berlin,34748, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,4.0,18,14,4,2,1,0,1,6,5,4,0,3,0,.300,0,0,0,3,3,1.19,5,1,0,0,8.35,-0.2,-0.1,-0.3,6.10,1,3,0,1,1,0,0,1,0,1.000,2.25,0.1,1.050,0,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
589,RP,Nelson Briles,Maryland,38887, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,7,0,12.0,46,43,8,4,1,0,3,5,5,3,0,22,0,.278,0,0,1,0,7,0.67,5,8,3,1,3.94,-0.0,0.2,0.3,0.32,1,7,0,0,0,0,0,0,0,.000,0.00,-0.9,.000,4,1,12.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
632,RP,JT Brubaker,Adobe,34243, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,6,0,7.2,35,30,10,7,1,0,2,4,4,5,0,6,0,.364,0,0,0,2,6,1.60,5,9,0,1,7.39,-0.0,-0.2,0.2,5.10,1,6,0,2,1,1,0,0,0,1.000,2.35,0.3,1.050,1,1,7.2,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.0,0.0
177,RP,JT Brubaker,Terrordome,34243, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,4.1,18,18,6,5,1,0,0,1,1,0,0,4,0,.429,0,0,0,1,2,0.42,6,2,0,0,1.76,0.0,0.2,0.2,3.16,1,2,0,2,1,1,0,1,0,1.000,4.15,0.1,1.050,0,0,4.1,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
631,RP,Madison Bumgarner,Adobe,34172, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,8,0,7.0,40,32,13,9,1,0,3,13,12,8,0,6,0,.435,0,0,0,1,8,0.99,8,4,2,1,10.89,-0.2,-0.3,-0.6,5.98,1,7,0,0,0,0,0,0,0,.000,0.00,-0.6,.000,3,1,7.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.5,0.0
418,RP,Madison Bumgarner,Milwaukee,34172, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,4.0,19,19,6,4,0,0,2,5,3,0,0,8,0,.444,0,0,0,0,3,1.15,3,1,0,0,6.10,-0.6,-0.0,-0.2,0.68,1,3,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0
157,RP,Madison Bumgarner,Terrordome,34172, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,4.0,24,19,8,5,1,0,2,7,6,3,0,5,1,.462,0,1,0,0,2,0.33,3,3,0,1,10.60,-0.0,-0.2,-0.3,4.37,1,2,0,1,0,1,0,0,0,1.000,2.25,-0.1,.000,1,1,4.0,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0.1,0.0
818,RP,Ryan Burr,Manhattan,34832, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,8,0,7.0,33,26,8,7,0,0,1,2,2,7,0,10,0,.467,0,0,0,1,8,1.31,6,2,0,2,5.60,-0.2,0.0,0.3,4.24,1,7,0,1,1,0,0,0,0,1.000,1.29,0.4,1.050,2,2,7.0,0,0,0.00,0,0,1,1,0,0,0,0,0,0,0,-0.1,0.0
791,RP,Tim Byrdak,Los Angeles,40404, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,7,0,7.1,36,27,4,2,1,0,1,2,2,8,1,13,0,.231,1,0,1,0,7,1.71,2,8,0,0,4.70,0.4,0.1,0.4,3.26,1,7,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,7.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0
344,RP,Tim Byrdak,Bobble,40404, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,4.1,21,19,6,5,0,0,1,3,3,2,0,9,0,.556,0,0,0,0,2,0.71,1,3,0,0,3.84,0.0,0.1,0.0,1.11,1,2,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,4.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0
508,RP,Giovanni Carrara,Zaddy,40391, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,4.2,17,16,4,4,0,0,0,2,1,0,0,8,0,.444,0,1,1,1,3,1.26,3,2,1,0,0.18,-0.2,0.3,0.1,0.04,1,3,0,0,0,0,0,0,0,.000,0.00,-0.3,.000,1,0,4.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
194,RP,Miguel Castro,London,34439, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,6,0,5.0,22,18,4,2,0,1,1,5,5,4,1,9,0,.375,0,0,0,1,6,0.55,4,0,0,1,4.40,0.0,0.1,-0.1,3.02,1,6,0,1,0,1,0,0,0,1.000,1.80,0.2,.000,1,1,5.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
