ID,POS,Name,TM,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,PPG,PI,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
483,1B,Owen Miller,Tokyo,TR,34793,4,4,19,18,2,2,0,0,0,0,1,1,0,0,0,0,8,0,.136,.200,-1,-4.5,-0.3,0,0,-4.6,0.0,-0.5,-0.5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,6,4,4,5,3,2,0,3,0,1.000,1.32,0.0,1.084,0,0,34.0,0,0,0.00,0,0,0,0,1,0,2,0,2,1,4,0.0,0.0
700,2B,Casey Candaele,Circle City,CC,40398,5,5,24,23,10,5,4,1,0,4,5,1,0,0,0,0,4,1,.484,.526,6,2.7,0.3,0,0,2.6,0.0,0.7,0.7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
360,2B,Casey Candaele,Aces,ACE,40398,5,4,16,16,2,2,0,0,0,1,0,0,0,0,0,0,4,0,.114,.167,-1,-4.2,-0.3,0,0,-4.2,0.0,-0.3,-0.3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,6,2,2,9,5,3,1,2,0,.889,4.24,-0.1,.868,0,0,17.0,0,0,0.00,4,3,0,0,0,0,0,0,2,1,1,0.0,0.0
494,2B,Leury Garcia,Irvine,IRV,34839,4,4,14,12,0,0,0,0,0,1,0,2,0,0,0,0,6,0,.108,.000,-1,-3.7,-0.2,0,0,-3.8,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
683,2B,Marwin Gonzalez,North Bend,NBN,40659,5,5,23,21,5,2,2,0,1,5,2,1,0,0,0,1,8,0,.293,.308,1,-1.8,-0.1,0,0,-1.9,0.0,-0.8,-0.8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
562,2B,Marwin Gonzalez,Riverbend,RIV,40659,6,6,23,20,2,1,0,0,1,1,2,2,0,0,1,0,5,0,.182,.071,0,-4.4,-0.3,0,0,-4.5,0.0,0.2,0.2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
390,2B,Lee Magee,Cretaceous,CRE,39968,4,4,19,17,6,5,1,0,0,1,0,2,0,0,0,0,6,0,.382,.545,3,0.2,0.0,0,1,0.1,-0.5,0.0,-0.5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
790,2B,Benny McCoy,Bruzziville,BRUZ,39936,9,9,36,27,9,6,1,0,2,8,9,9,0,0,0,0,9,0,.472,.438,9,3.6,0.4,0,0,3.5,0.0,0.3,0.3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
730,2B,Jody Reed,Town of Lake,TO,39791,5,5,22,22,10,6,4,0,0,5,3,0,0,0,0,0,5,0,.468,.588,5,2.1,0.3,0,0,2.1,0.0,0.8,0.8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
596,2B,Jody Reed,Maryland,MAR,39791,11,11,54,42,16,11,5,0,0,1,8,12,0,0,0,0,10,0,.465,.500,13,5.0,0.7,0,0,4.9,0.0,1.1,1.1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
