ID,POS,Name,TM,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,PPG,PI,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
12,SP,Bob Smith,GoldLounge Gang,GG,36716, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,14.1,65,55,17,11,2,1,3,12,12,8,0,9,1,.318,0,1,2,1,0,0.90,84,253,16,14,2,2,7.20,-0.5,0.0,0.1,5.32,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
214,C,Austin Nola,Silver Leaf,SL,34067,7,6,24,24,6,6,0,0,0,3,1,0,0,0,0,0,8,0,.226,.375,0,-3.2,-0.4,0,0,-3.3,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
82,1B,Aledmys Diaz,Doosan,DOO,34528,7,7,28,25,6,3,2,0,1,3,1,3,1,0,0,0,8,2,.302,.312,2,-1.7,-0.2,0,1,-1.8,-0.5,0.0,-0.5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
326,1B,Keston Hiura,Garfield,GAR,34261,12,12,53,47,12,5,5,0,2,10,7,5,0,0,0,1,23,0,.339,.435,6,-1.3,-0.0,0,0,-1.5,0.0,-0.2,-0.2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
735,1B,Rex Hudler,dboyer,DBO,40092,11,11,45,41,10,4,1,0,5,11,9,2,0,1,0,1,17,0,.358,.250,6,-0.2,0.1,2,0,-0.4,0.5,-0.3,0.2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,1,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,1.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
202,1B,Travis Shaw,Cleveland,CLE,40570,5,5,19,18,3,1,2,0,0,1,3,1,0,0,0,0,6,1,.215,.250,0,-2.8,-0.2,0,0,-2.8,0.0,0.8,0.8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
388,1B,Possum Whitted,Santiago,SAN,39571,6,6,27,24,4,1,0,0,3,5,5,2,0,1,0,0,9,0,.318,.083,2,-1.2,-0.0,1,0,-1.3,0.2,0.0,0.3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,1,0,1,0,1,0,0,0,1.000,9.00,-0.0,.000,0,0,1.0,0,0,0.00,1,1,0,0,0,0,1,0,0,0,0,0.0,0.0
741,2B,Hanser Alberto,dboyer,DBO,34076,4,2,9,9,1,1,0,0,0,0,2,0,0,0,0,0,3,0,.101,.167,0,-2.3,-0.2,0,0,-2.3,0.0,-0.6,-0.6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,1,1,4,1,3,0,1,0,1.000,4.00,-0.2,1.098,0,0,9.0,0,0,0.00,1,1,1,0,0,0,1,0,0,0,0,0.0,0.0
759,2B,Craig Biggio,Portland,P,40454,6,6,29,24,8,2,6,0,0,1,6,4,0,1,0,0,5,0,.443,.421,6,2.2,0.1,0,0,2.1,0.0,-0.6,-0.6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,6,6,25,13,11,1,5,0,.960,4.10,-0.8,.844,0,0,52.2,0,0,0.00,13,10,2,1,1,1,1,0,1,0,5,0.0,0.0
540,2B,Craig Biggio,Chicago,CHI,40454,6,5,24,23,2,2,0,0,0,0,0,1,0,0,0,0,11,0,.107,.167,-2,-6.0,-0.4,0,0,-6.1,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,5,5,30,17,13,0,4,0,1.000,6.28,0.2,1.013,0,0,43.0,0,0,0.00,9,9,1,1,2,1,3,0,2,0,1,0.0,0.0
451,2B,Craig Biggio,Clovis,CLO,40454,12,7,42,36,12,7,5,0,0,5,6,6,0,0,0,0,9,1,.402,.444,8,1.6,0.1,2,1,1.4,-0.0,0.1,0.1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,8,4,19,11,7,1,6,0,.947,3.31,-0.8,.732,0,0,49.0,0,0,0.00,6,4,1,1,1,0,3,1,0,0,4,0.0,0.0
427,2B,Craig Biggio,Tulsa,TUL,40454,10,9,44,39,19,8,4,4,3,13,12,5,0,0,0,0,9,0,.619,.593,17,10.9,0.9,1,1,10.7,-0.2,-0.0,-0.3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,8,8,35,19,15,1,6,0,.971,4.31,-0.6,.924,0,0,71.0,0,0,0.00,15,12,4,2,1,1,4,1,1,0,0,0.0,0.0
224,2B,Craig Biggio,Silver Leaf,SL,40454,11,10,51,41,8,6,2,0,0,5,7,9,0,0,0,1,13,1,.286,.276,3,-3.9,-0.3,2,1,-4.0,0.0,0.0,0.1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,11,10,42,21,19,2,8,0,.952,4.00,-1.5,.809,0,0,90.0,0,0,0.00,16,12,2,1,5,2,4,1,2,0,5,0.0,0.0
42,2B,Craig Biggio,KAU,KAU,40454,6,6,30,27,10,9,1,0,0,1,5,2,0,1,0,0,7,1,.388,.500,5,0.7,0.2,4,1,0.6,0.4,0.3,0.7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,4,4,14,12,1,1,2,0,.929,3.25,0.3,1.013,0,0,36.0,0,0,0.00,8,7,1,1,1,0,1,1,0,0,0,0.0,0.0
654,2B,Lance Blankenship,Gem State,GS,38971,5,5,26,23,4,1,1,0,2,3,3,3,1,0,0,0,11,1,.278,.200,1,-2.2,-0.1,1,0,-2.3,0.2,-1.2,-1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,5,5,20,15,4,1,5,0,.950,3.80,0.6,1.098,0,0,45.0,0,0,0.00,8,7,3,2,2,1,1,1,0,0,2,0.0,0.0
821,2B,Don Buford,St. Paul,SP,38852,13,4,29,23,7,6,0,0,1,4,4,5,0,1,0,0,7,0,.405,.400,5,1.2,0.1,3,1,1.0,0.2,-0.2,-0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,9,4,17,11,5,1,2,0,.941,3.51,-1.0,.915,0,0,41.0,0,0,0.00,8,6,3,1,1,0,3,0,0,0,1,0.0,0.0
377,2B,Don Buford,Round Rock,ROU,38852,25,23,124,108,32,20,5,1,6,18,29,16,0,0,0,0,28,1,.391,.351,22,3.2,0.5,7,3,2.8,0.1,-0.5,-0.4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,16,16,65,38,26,1,15,0,.985,4.01,0.1,1.060,0,0,143.2,0,0,0.00,24,22,5,2,3,1,2,0,6,0,3,0.0,-0.0
742,2B,Craig Counsell,dboyer,DBO,40335,11,11,43,38,8,7,0,1,0,2,5,5,0,0,0,0,10,4,.269,.286,2,-4.0,-0.2,0,0,-4.1,0.0,0.1,0.1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,11,11,43,22,21,0,8,0,1.000,3.98,-0.5,.988,0,0,97.1,0,0,0.00,20,15,3,3,2,1,6,1,2,0,4,0.0,0.0
251,2B,Craig Counsell,Montreal,BAY,40335,5,5,24,20,4,3,1,0,0,3,2,4,0,0,0,0,11,0,.288,.444,1,-1.8,-0.1,0,0,-1.9,0.0,-0.8,-0.8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,5,5,21,15,5,1,5,0,.952,4.19,0.3,1.013,0,0,43.0,0,0,0.00,7,6,2,1,2,2,2,0,2,1,1,0.0,0.0
168,2B,Craig Counsell,Buhl,BUH,40335,4,4,15,10,0,0,0,0,0,1,3,5,0,0,0,0,1,0,.249,.000,0,-1.7,-0.1,1,2,-1.7,-0.9,0.0,-0.9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,4,4,17,7,10,0,4,0,1.000,4.46,0.4,1.098,0,0,34.1,0,0,0.00,8,8,0,0,0,0,0,0,1,0,2,0.0,0.0
126,2B,Craig Counsell,Las Vegas,LV,40335,12,7,28,25,6,3,1,0,2,4,3,2,0,1,0,0,5,0,.350,.222,3,-0.4,0.1,2,1,-0.5,-0.1,0.1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,6,1,12,6,6,0,1,0,1.000,6.61,0.3,.941,0,0,16.1,0,0,0.00,5,5,0,0,1,1,1,0,2,1,2,0.0,0.0
172,2B,Bingo DeMoss,Buhl,BUH,35365,3, ,4,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,.453,.500,0,0.3,0.0,0,0,0.3,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,0.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
306,2B,Aledmys Diaz,Garfield,GAR,34528,11,11,43,40,12,7,1,0,4,8,7,2,0,0,1,0,7,0,.378,.276,7,0.6,0.1,0,1,0.4,-0.5,0.0,-0.5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,10,10,31,21,8,2,6,0,.935,2.93,-0.3,1.045,0,0,89.0,0,0,0.00,15,12,2,1,4,1,4,1,2,0,2,0.0,0.0
80,2B,John Farrell,Doosan,DOO,40248,7,6,25,21,4,4,0,0,0,2,1,2,0,1,0,1,3,1,.235,.211,0,-3.1,-0.3,0,2,-3.2,-1.0,-1.2,-2.2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,7,6,29,18,10,1,6,0,.966,4.20,0.6,1.033,0,0,60.0,0,0,0.00,14,13,1,1,3,1,5,1,2,1,6,0.0,0.0
352,2B,Charlie Gehringer,Snowdonia,SNO,38242,3,3,16,16,5,5,0,0,0,0,1,0,0,0,0,0,3,1,.283,.385,1,-1.3,-0.1,0,0,-1.3,0.0,-0.3,-0.3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,3,3,4,2,1,1,1,0,.750,0.96,-0.3,.732,0,0,28.0,0,0,0.00,3,2,0,0,0,0,0,0,1,0,2,0.0,0.0
115,2B,Charlie Gehringer,Las Vegas,LV,38242,16,14,71,69,20,14,4,0,2,10,12,2,0,0,0,0,13,0,.319,.333,7,-3.1,-0.3,3,1,-3.4,0.2,-1.2,-1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,14,14,49,22,24,3,11,0,.939,3.50,-1.6,.848,0,0,118.1,0,0,0.00,19,15,4,3,4,0,2,0,0,0,3,0.0,0.0
17,2B,Cesar Hernandez,GoldLounge Gang,GG,34368,11,11,50,42,16,10,5,0,1,7,12,7,0,0,0,1,9,1,.443,.455,11,3.8,0.4,1,0,3.7,0.4,-0.5,-0.2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,10,10,34,19,13,2,6,0,.941,3.13,-0.7,.933,0,0,92.0,0,0,0.00,13,10,3,1,0,0,5,1,3,1,5,0.0,0.0
638,2B,Rex Hudler,Caper,CAP,40092,15,15,64,64,12,9,2,0,1,8,4,0,0,0,0,0,28,2,.194,.314,0,-10.6,-0.5,1,1,-10.8,-0.3,0.5,0.3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,15,15,58,37,21,0,8,0,1.000,3.99,2.1,1.192,0,0,130.2,0,0,0.00,22,19,9,7,7,3,5,0,5,3,5,0.0,0.0
443,2B,Rex Hudler,Clovis,CLO,40092,22,22,94,88,23,18,4,0,1,5,12,4,0,2,0,0,29,0,.293,.379,7,-6.5,-0.5,2,6,-6.9,-2.7,-1.6,-4.3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,22,22,78,57,21,0,15,0,1.000,3.75,1.4,1.058,0,0,187.1,0,0,0.00,37,35,6,5,5,1,5,1,2,0,14,0.0,0.0
1580,2B,Felix Mantilla,SF,SF,37537,7,5,25,23,8,5,1,0,2,7,4,2,0,0,0,0,3,1,.434,.333,5,1.7,0.2,0,0,1.6,0.0,0.1,0.1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,3,2,7,5,2,0,1,0,1.000,3.38,0.2,1.098,0,0,18.2,0,0,0.00,4,4,0,0,1,1,2,0,1,0,2,0.0,0.0
812,2B,Felix Mantilla,St. Paul,SP,37537,19,19,86,73,26,16,0,0,10,18,14,11,0,0,0,2,16,1,.474,.327,22,9.2,0.9,0,1,8.9,-0.3,-0.1,-0.4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0.0,0.0,0.0,0.00,4,19,19,79,46,30,3,14,0,.962,4.20,-0.6,.970,0,0,163.0,0,0,0.00,31,27,9,6,11,4,5,0,4,1,8,0.0,0.0
